Year/Make, Model, Price, Rating, Mileage
Used 2018 Ford, Explorer Base FWD, 16995, Great Price, 77242
Used 2018 Ford, Explorer XLT 4WD, 14995, Excellent Price, 123886
Used 2018 Ford, Escape S FWD, 9000, Excellent Price, 125775
Used 2018 Ford, Explorer XLT 4WD, 14995, Excellent Price, 123886
Used 2018 Ford, F-150 Lariat SuperCrew 5.5' Box 4WD, 28995, Excellent Price, 78395
Used 2018 Ford, Explorer Base FWD, 16995, Great Price, 77242
Used 2018 Ford, Taurus Limited FWD, 13999, Excellent Price, 96012
Used 2018 Ford, Edge SEL FWD, 14233, Excellent Price, 83090
Used 2018 Ford, F-150 Lariat SuperCrew 6.5' Box 4WD, 25995, Great Price, 120094
Used 2018 Ford, Mustang EcoBoost Premium Fastback, 23998, Great Price, 55345
Used 2018 Ford, Explorer Sport 4WD, 16200, Great Price, 125555
Used 2018 Ford, Escape SE 4WD, 9475, Excellent Price, 106600
Used 2018 Ford, Focus SE Sedan, 12500, Great Price, 32414
Used 2018 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 19975, Fair Price, 155685
Used 2018 Ford, Taurus SHO AWD, 19921, Excellent Price, 76705
Used 2018 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 23458, Fair Price, 129466
Used 2018 Ford, Escape SE 4WD, 10998, Excellent Price, 85021
Used 2018 Ford, F-150 Lariat SuperCrew 5.5' Box 4WD, 26900, Fair Price, 108961
Used 2018 Ford, Flex Limited EcoBoost AWD, 18991, Excellent Price, 63393
Used 2018 Ford, Explorer XLT 4WD, 20095, Fair Price, 77079
Used 2018 Ford, F-150 XL SuperCrew 5.5' Box 4WD, 23828, High Price, 121635
Used 2018 Ford, Focus SE Sedan, 15998, Fair Price, 27305
Used 2018 Ford, EcoSport Titanium 4WD, 16998, Fair Price, 47404
Used 2018 Ford, Explorer Sport 4WD, 20795, Great Price, 96306
Used 2018 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 25798, High Price, 92687
Used 2018 Ford, Fusion SE FWD, 13998, High Price, 117038
Used 2018 Ford, Edge SEL FWD, 18499, Great Price, 27990
Used 2018 Ford, F-150 XL SuperCrew 5.5' Box 4WD, 22973, High Price, 125588
Used 2018 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 19995, Excellent Price, 142616
Used 2018 Ford, F-150 XL SuperCrew 5.5' Box 4WD, 24995, High Price, 93678
Used 2018 Ford, Transit Chassis T-250 138" 9000 GVWR SRW, 18500, Excellent Price, 82855
Used 2018 Ford, Escape SEL 4WD, 12449, High Price, 107600
Used 2018 Ford, Super Duty F-350 Lariat 4WD Crew Cab 8' Box, 41750, Great Price, 144024
Used 2018 Ford, EcoSport Titanium 4WD, 16998, Fair Price, 47404
Used 2018 Ford, Fusion SE FWD, 13998, High Price, 117038
Used 2018 Ford, Transit Passenger Wagon T-350 XLT with Sliding RH Door 148" Low Roof, 28500, Excellent Price, 27327
Used 2018 Ford, F-150 XL SuperCrew 5.5' Box 4WD, 24995, High Price, 93678
Used 2018 Ford, Escape SEL 4WD, 12449, High Price, 107600
Used 2018 Ford, F-150 XL SuperCrew 5.5' Box 4WD, 22973, High Price, 125588
Used 2018 Ford, Explorer XLT 4WD, 20998, Fair Price, 88836
Used 2018 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 28823, Great Price, 53716
Used 2018 Ford, Escape SE 4WD, 17998, High Price, 45668
Used 2018 Ford, Expedition Max Limited 4WD, 25502, Fair Price, 103196
Used 2018 Ford, Escape SE 4WD, 12733, High Price, 101196
Used 2018 Ford, Mustang GT Premium Fastback, 30000, High Price, 87968
Used 2018 Ford, F-150 Lariat SuperCrew 5.5' Box 4WD, 25220, Fair Price, 130299
Used 2018 Ford, Escape SE FWD, 13998, High Price, 102478
Used 2018 Ford, Fiesta ST Hatch, 16000, High Price, 71450
Used 2018 Ford, Super Duty F-250 XL 2WD Reg Cab 8' Box, 19200, Excellent Price, 85525
Used 2018 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 19995, Fair Price, 147055
Used 2018 Ford, Explorer XLT 4WD, 17923, Fair Price, 99838
Used 2018 Ford, F-150 XL SuperCab 6.5' Box 2WD, 17995, Fair Price, 123152
Used 2018 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 22000, Fair Price, 143359
Used 2018 Ford, F-150 Lariat SuperCrew 5.5' Box 2WD, 30995, Fair Price, 53773
Used 2018 Ford, Transit Cargo Van T-250 with Sliding RH Door 148" Low Roof 9000 GVWR, 21000, Fair Price, 98971
Used 2018 Ford, Edge SEL AWD, 13100, High Price, 133403
Used 2018 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 24998, High Price, 115628
Used 2018 Ford, Focus SE Sedan, 7400, Great Price, 124984
Used 2018 Ford, Transit Cargo Van T-250 with Sliding RH Door 130" Low Roof 9000 GVWR, 19950, High Price, 114347
Used 2018 Ford, Mustang EcoBoost Fastback, 18998, High Price, 84760
Used 2018 Ford, Explorer XLT 4WD, 27600, High Price, 16534
Used 2018 Ford, Fusion S FWD, 10986, Fair Price, 122528
Used 2018 Ford, Edge SE FWD, 11645, High Price, 114918
Used 2018 Ford, Fusion SE FWD, 16995, High Price, 56011
Used 2018 Ford, Expedition Max XLT RWD, 15995, High Price, 164203
Used 2018 Ford, Focus RS Hatchback, 23500, High Price, 145632
Used 2018 Ford, Transit Cargo Van T-250 with Sliding RH Door 148" Medium Roof 9000 GVWR, 15900, High Price, 177892
Used 2018 Ford, Edge SE FWD, 11644, Fair Price, 127760
Used 2018 Ford, Expedition Max Limited RWD, 23000, High Price, 126678
