Year/Make, Model, Price, Rating, Mileage
Used 2018 Dodge, Journey SE FWD, 10450, Excellent Price, 95750, 
Used 2018 Dodge, Durango GT AWD, 9924, Excellent Price, 163964, 
Used 2018 Dodge, Durango GT AWD, 16888, Great Price, 129578, 
Used 2018 Dodge, Charger GT AWD, 17688, Great Price, 89361, 
Used 2018 Dodge, Durango SXT AWD, 21998, Fair Price, 73332, 
Used 2018 Dodge, Durango SXT AWD, 17495, High Price, 99954, 
Used 2018 Dodge, Challenger SXT Plus RWD Automatic, 17979, Excellent Price, 75279, 
Used 2018 Dodge, Durango GT AWD, 19999, Excellent Price, 86031, 
Used 2018 Dodge, Durango Citadel AWD, 29995, High Price, 75769, 
Used 2018 Dodge, Durango GT AWD, 17677, High Price, 113929, 
Used 2018 Dodge, Challenger T/A 392 RWD, 36774, High Price, 37979, 
Used 2018 Dodge, Challenger T/A 392 RWD, 69000, High Price, 9471, 
Used 2018 Dodge, Challenger SRT Demon RWD Automatic, 149000, High Price, 84, 
Used 2018 Dodge, Charger R/T Scat Pack RWD, 29991, High Price, 69564, 
